GroupID,PiecesA,PiecesB,Packings,Islands,MaxEstimatedDiameter,StartStateA,StartStateB,EndStateA,EndStateB,TimeTaken(ms)
987/11930,3L/2I90/2I/2I/0/0,0/3L/3L180/0/2I90/2I90,1299264,18059,57,0 1 0 3 | 0 1 1 3 | 0 2 2 4 | 0 0 0 4,0 6 6 0 | 5 5 3 3 | 2 0 0 3 | 2 2 0 0,0 1 0 3 | 0 1 1 3 | 0 2 2 4 | 0 0 0 4,0 5 5 0 | 6 6 3 3 | 2 0 0 3 | 2 2 0 0,3353.430167
988/11930,3L/2I90/2I/2I/0/0,3L/2I90/0/0/3L180/2I90,1299264,18494,60,2 2 0 0 | 4 3 1 0 | 4 3 1 1 | 0 0 0 0,2 2 6 6 | 0 0 5 5 | 0 0 1 5 | 0 0 1 1,0 0 1 0 | 0 0 1 1 | 3 4 0 0 | 3 4 2 2,0 0 0 0 | 5 5 1 0 | 0 5 1 1 | 6 6 2 2,3353.200666
987/11929,3L/2I90/2I/2I/0/0,2I90/0/3L180/0/3L/2I90,1299264,17210,90,0 2 2 0 | 0 0 1 0 | 3 4 1 1 | 3 4 0 0,0 5 6 6 | 0 5 5 0 | 3 3 1 1 | 0 3 0 0,0 3 0 0 | 0 3 1 0 | 4 0 1 1 | 4 2 2 0,0 3 3 0 | 6 6 3 0 | 0 5 1 1 | 0 5 5 0,3246.011708
988/11930,3L/2I90/2I/2I/0/0,3L/0/3L180/0/2I90/2I90,1299264,15109,60,0 0 4 0 | 0 3 4 0 | 1 3 2 2 | 1 1 0 0,6 6 0 0 | 1 3 3 0 | 1 1 3 0 | 0 0 5 5,0 2 2 4 | 1 0 0 4 | 1 1 3 0 | 0 0 3 0,1 5 5 0 | 1 1 0 0 | 6 6 3 3 | 0 0 0 3,3355.487584
989/11930,3L/2I90/2I/2I/0/0,3L180/2I90/0/0/3L/2I90,1299264,18577,52,2 2 4 0 | 0 0 4 3 | 0 0 1 3 | 0 0 1 1,2 2 0 0 | 6 6 1 1 | 0 5 0 1 | 0 5 5 0,4 0 0 0 | 4 3 2 2 | 1 3 0 0 | 1 1 0 0,0 6 6 0 | 1 1 2 2 | 0 1 5 0 | 0 0 5 5,3204.802334
989/11930,3L/2I90/2I/2I/0/0,3L180/0/3L/0/2I90/2I90,1299264,15193,52,2 2 4 0 | 1 0 4 3 | 1 1 0 3 | 0 0 0 0,0 0 0 0 | 0 3 1 1 | 0 3 3 1 | 5 5 6 6,0 0 3 0 | 0 4 3 0 | 1 4 2 2 | 1 1 0 0,3 6 6 0 | 3 3 5 5 | 0 0 1 1 | 0 0 0 1,3212.66675
988/11929,3L/2I90/2I/2I/0/0,3L180/0/2I90/0/3L/2I90,1299264,17236,51,0 1 0 0 | 3 1 1 4 | 3 2 2 4 | 0 0 0 0,0 1 1 0 | 0 0 1 0 | 3 3 5 0 | 6 6 5 5,0 3 0 0 | 0 3 2 2 | 4 0 1 0 | 4 0 1 1,0 6 6 0 | 5 3 3 0 | 5 5 1 1 | 0 0 0 1,3110.064875
993/11929,3L/2I90/2I/2I/0/0,2I90/3L/0/0/3L/2I90,976064,19354,54,4 2 2 0 | 4 1 0 0 | 3 1 1 0 | 3 0 0 0,0 2 6 6 | 5 2 2 0 | 5 5 1 1 | 0 0 0 0,3 2 2 0 | 3 1 0 0 | 4 1 1 0 | 4 0 0 0,0 2 6 6 | 5 2 2 0 | 5 5 1 1 | 0 0 0 0,2204.616208
992/11930,3L/2I90/2I/2I/0/0,3L90/2I90/0/0/3L/2I90,1073024,18603,57,0 3 4 0 | 0 3 4 0 | 2 2 1 0 | 0 0 1 1,0 0 0 0 | 0 6 6 0 | 5 2 2 1 | 5 5 1 1,0 4 3 0 | 0 4 3 0 | 2 2 1 0 | 0 0 1 1,0 0 0 0 | 0 6 6 0 | 5 2 2 1 | 5 5 1 1,2388.964208
994/11930,3L/2I90/2I/2I/0/0,3L/0/3L/0/2I90/2I90,976064,15429,69,3 2 2 0 | 3 0 0 0 | 4 0 1 0 | 4 0 1 1,3 5 5 0 | 3 3 0 0 | 0 0 1 0 | 6 6 1 1,3 2 2 0 | 3 0 0 0 | 4 0 1 0 | 4 0 1 1,3 0 0 0 | 3 3 6 6 | 0 0 1 0 | 5 5 1 1,2507.477917
997/11930,3L/2I90/2I/2I/0/0,0/0/3I90/2I90/3L180/2I90,1095648,21171,61,1 0 0 0 | 1 1 3 0 | 0 4 3 0 | 0 4 2 2,5 5 0 0 | 0 5 6 6 | 0 4 4 0 | 3 3 3 0,1 0 0 0 | 1 1 3 0 | 4 0 3 0 | 4 2 2 0,0 0 0 0 | 6 6 5 5 | 4 4 0 5 | 3 3 3 0,2440.863375
1000/11929,3L/2I90/2I/2I/0/0,0/0/3I90/2I90/3L90/2I90,1095648,21176,64,0 1 0 3 | 0 1 1 3 | 0 0 4 0 | 2 2 4 0,0 3 3 3 | 0 5 6 6 | 5 5 0 0 | 0 0 4 4,1 2 2 3 | 1 1 0 3 | 4 0 0 0 | 4 0 0 0,0 3 3 3 | 0 0 5 0 | 0 5 5 0 | 4 4 6 6,2656.512167
1004/11930,3L/2I90/2I/2I/0/0,0/2I90/3I90/0/3L/2I90,1095648,19028,58,0 0 0 3 | 0 0 0 3 | 1 2 2 4 | 1 1 0 4,0 3 3 3 | 0 6 6 0 | 5 2 2 0 | 5 5 0 0,0 0 3 0 | 0 0 3 4 | 0 0 1 4 | 2 2 1 1,3 3 3 0 | 0 5 6 6 | 0 5 5 0 | 2 2 0 0,2659.844709
1003/11929,3L/2I90/2I/2I/0/0,0/0/3I90/2I90/3L/2I90,1095648,21184,51,0 1 0 0 | 3 1 1 0 | 3 4 0 0 | 0 4 2 2,3 3 3 0 | 0 5 6 6 | 0 5 5 0 | 4 4 0 0,1 2 2 0 | 1 1 0 0 | 0 3 0 4 | 0 3 0 4,0 0 0 0 | 5 3 3 3 | 5 5 0 0 | 6 6 4 4,2582.910167
1003/11930,3L/2I90/2I/2I/0/0,3L90/0/2I90/0/3I90/2I90,1095648,17282,55,4 3 0 0 | 4 3 0 0 | 2 2 1 0 | 0 0 1 1,0 5 5 5 | 3 3 6 6 | 0 0 0 1 | 0 0 1 1,0 0 3 0 | 0 0 3 4 | 1 0 0 4 | 1 1 2 2,0 5 5 5 | 0 3 3 0 | 0 1 6 6 | 1 1 0 0,2578.569083
1005/11930,3L/2I90/2I/2I/0/0,2I90/0/3L/0/3I90/2I90,1095648,17450,54,0 0 1 0 | 0 3 1 1 | 0 3 4 0 | 2 2 4 0,5 5 5 0 | 0 3 1 1 | 0 3 3 0 | 0 6 6 0,0 4 0 0 | 1 4 2 2 | 1 1 3 0 | 0 0 3 0,5 5 5 0 | 0 0 0 0 | 1 1 3 0 | 6 6 3 3,2476.163541
1027/11930,3L/2I90/2I/2I/0/0,0/2I90/2I/0/3L270/3L270,856480,29189,52,0 4 0 3 | 0 4 1 3 | 2 2 1 1 | 0 0 0 0,6 6 0 0 | 6 5 5 3 | 0 5 0 3 | 2 2 0 0,0 4 0 3 | 0 4 1 3 | 2 2 1 1 | 0 0 0 0,5 5 0 0 | 5 6 6 3 | 0 6 0 3 | 2 2 0 0,1861.114542
1028/11930,3L/2I90/2I/2I/0/0,2I90/3L270/0/0/3L270/2I,856480,21343,57,0 0 0 0 | 3 0 2 2 | 3 1 0 4 | 0 1 1 4,0 6 2 2 | 0 6 2 0 | 5 5 0 0 | 5 1 1 0,0 0 0 0 | 4 0 2 2 | 4 1 0 3 | 0 1 1 3,0 6 2 2 | 0 6 2 0 | 5 5 0 0 | 5 1 1 0,1964.921375
1028/11930,3L/2I90/2I/2I/0/0,2I90/0/2I/0/3L270/3L270,856480,23978,53,0 0 0 0 | 0 0 3 4 | 1 0 3 4 | 1 1 2 2,5 5 0 0 | 5 6 6 3 | 0 6 0 3 | 0 1 1 0,0 0 0 0 | 0 0 3 4 | 1 0 3 4 | 1 1 2 2,6 6 0 0 | 6 5 5 3 | 0 5 0 3 | 0 1 1 0,2142.476666
1029/11930,3L/2I90/2I/2I/0/0,3L270/2I/0/0/3L270/2I90,856480,21116,53,1 0 0 3 | 1 1 0 3 | 0 2 2 4 | 0 0 0 4,1 1 0 0 | 1 5 5 0 | 0 5 2 0 | 6 6 2 0,1 0 0 4 | 1 1 0 4 | 0 2 2 3 | 0 0 0 3,1 1 0 0 | 1 5 5 0 | 0 5 2 0 | 6 6 2 0,1953.831584
1029/11930,3L/2I90/2I/2I/0/0,3L270/3L270/0/0/2I90/2I,856480,16580,55,4 0 0 0 | 4 2 2 0 | 3 1 0 0 | 3 1 1 0,0 1 1 0 | 6 1 5 5 | 6 2 2 0 | 0 2 0 0,3 0 0 0 | 3 2 2 0 | 4 1 0 0 | 4 1 1 0,0 1 1 0 | 6 1 5 5 | 6 2 2 0 | 0 2 0 0,1918.975375
1033/11930,3L/2I90/2I/2I/0/0,3L180/2I90/0/0/3L270/2I,885568,20981,57,2 2 4 0 | 0 0 4 3 | 0 0 1 3 | 0 0 1 1,5 5 1 1 | 5 0 6 1 | 2 2 6 0 | 0 0 0 0,2 2 3 0 | 0 0 3 4 | 0 0 1 4 | 0 0 1 1,5 5 1 1 | 5 0 6 1 | 2 2 6 0 | 0 0 0 0,1930.055708
1032/11929,3L/2I90/2I/2I/0/0,2I90/3L180/0/0/3L270/2I,885568,21362,58,2 2 0 0 | 0 3 0 4 | 0 3 1 4 | 0 0 1 1,0 2 2 6 | 0 0 2 6 | 5 5 1 1 | 5 0 0 0,2 2 0 0 | 0 4 0 3 | 0 4 1 3 | 0 0 1 1,0 2 2 6 | 0 0 2 6 | 5 5 1 1 | 5 0 0 0,1975.302208
1035/11929,3L/2I90/2I/2I/0/0,0/3L180/3L180/0/2I90/2I,856480,18510,82,0 3 4 0 | 0 3 4 0 | 2 2 1 0 | 0 0 1 1,3 3 0 0 | 0 3 6 0 | 2 2 6 0 | 0 2 5 5,2 2 0 0 | 4 1 0 3 | 4 1 1 3 | 0 0 0 0,2 2 0 0 | 0 2 3 3 | 5 5 6 3 | 0 0 6 0,2029.695333
1037/11930,3L/2I90/2I/2I/0/0,3L180/3L180/0/0/2I90/2I,856480,16577,54,0 2 2 4 | 0 1 0 4 | 0 1 1 3 | 0 0 0 3,0 2 2 0 | 5 5 2 6 | 0 1 1 6 | 0 0 1 0,0 2 2 3 | 0 1 0 3 | 0 1 1 4 | 0 0 0 4,0 2 2 0 | 5 5 2 6 | 0 1 1 6 | 0 0 1 0,1946.571792
1037/11930,3L/2I90/2I/2I/0/0,3L180/2I90/0/0/3L180/2I,856480,20982,61,3 0 0 0 | 3 2 2 0 | 1 0 0 4 | 1 1 0 4,1 1 6 0 | 0 1 6 0 | 0 0 5 5 | 0 2 2 5,4 0 0 0 | 4 2 2 0 | 1 0 0 3 | 1 1 0 3,1 1 6 0 | 0 1 6 0 | 0 0 5 5 | 0 2 2 5,1874.494667
1038/11930,3L/2I90/2I/2I/0/0,0/0/3L270/3L90/2I90/2I,1153824,20399,53,0 0 4 0 | 0 1 4 0 | 3 1 1 0 | 3 2 2 0,5 5 4 0 | 0 4 4 6 | 3 3 0 6 | 3 0 0 0,0 2 2 4 | 0 0 1 4 | 0 3 1 1 | 0 3 0 0,0 0 0 4 | 6 0 4 4 | 6 3 3 0 | 0 3 5 5,2717.494791
1039/11930,3L/2I90/2I/2I/0/0,0/2I90/3L90/0/3L270/2I,1153824,23296,51,1 0 0 0 | 1 1 2 2 | 0 3 4 0 | 0 3 4 0,0 6 5 5 | 0 6 5 0 | 0 3 2 2 | 3 3 0 0,2 2 0 0 | 4 0 1 0 | 4 3 1 1 | 0 3 0 0,0 0 5 5 | 2 2 5 0 | 0 3 6 0 | 3 3 6 0,2685.815125
1040/11930,3L/2I90/2I/2I/0/0,2I/3L270/0/0/3L90/2I90,1153824,21275,63,0 0 0 0 | 3 2 2 0 | 3 4 1 0 | 0 4 1 1,0 6 6 5 | 2 2 5 5 | 2 0 1 0 | 0 0 1 0,0 0 0 0 | 4 2 2 0 | 4 3 1 0 | 0 3 1 1,0 6 6 5 | 2 2 5 5 | 2 0 1 0 | 0 0 1 0,2846.364083
1041/11929,3L/2I90/2I/2I/0/0,3L90/0/3L270/0/2I90/2I,1153824,15584,64,0 0 3 0 | 0 0 3 4 | 1 0 0 4 | 1 1 2 2,3 3 5 5 | 3 6 0 0 | 0 6 1 0 | 0 1 1 0,0 4 0 0 | 1 4 3 0 | 1 1 3 0 | 0 0 2 2,0 5 5 0 | 3 3 1 6 | 3 1 1 6 | 0 0 0 0,3088.505
1040/11930,3L/2I90/2I/2I/0/0,2I/3L90/0/0/3L270/2I90,1153824,21282,61,4 1 0 0 | 4 1 1 0 | 3 0 0 0 | 3 2 2 0,0 1 5 5 | 0 1 5 0 | 6 6 2 0 | 0 2 2 0,3 1 0 0 | 3 1 1 0 | 4 0 0 0 | 4 2 2 0,0 1 5 5 | 0 1 5 0 | 6 6 2 0 | 0 2 2 0,2762.760458
1039/11929,3L/2I90/2I/2I/0/0,0/3L270/3L90/0/2I90/2I,1153824,18975,52,0 2 2 0 | 0 0 1 0 | 3 4 1 1 | 3 4 0 0,0 2 2 0 | 6 2 5 5 | 6 0 3 0 | 0 3 3 0,4 0 0 0 | 4 2 2 0 | 3 1 0 0 | 3 1 1 0,0 5 5 0 | 0 2 2 6 | 0 2 3 6 | 0 3 3 0,2805.018083
1041/11930,3L/2I90/2I/2I/0/0,2I90/0/3L270/0/3L90/2I,1153824,19398,54,0 0 3 0 | 1 0 3 4 | 1 1 0 4 | 0 2 2 0,0 0 3 3 | 1 1 3 0 | 0 5 6 0 | 5 5 6 0,0 4 3 0 | 1 4 3 0 | 1 1 0 0 | 0 2 2 0,0 0 3 3 | 1 1 3 0 | 0 5 6 0 | 5 5 6 0,2733.297333
1042/11930,3L/2I90/2I/2I/0/0,3L270/0/2I90/0/3L90/2I,1153824,19282,57,1 2 2 4 | 1 1 3 4 | 0 0 3 0 | 0 0 0 0,1 1 0 0 | 1 3 3 5 | 0 6 5 5 | 0 6 0 0,0 3 0 0 | 0 3 2 2 | 0 4 1 0 | 0 4 1 1,3 3 5 6 | 0 5 5 6 | 0 0 1 1 | 0 0 1 0,2920.49275
1042/11930,3L/2I90/2I/2I/0/0,3L270/2I/0/0/3L90/2I90,1153824,21064,53,1 0 0 3 | 1 1 0 3 | 0 2 2 4 | 0 0 0 4,1 1 0 0 | 1 6 6 0 | 0 5 2 0 | 5 5 2 0,1 0 0 4 | 1 1 0 4 | 0 2 2 3 | 0 0 0 3,1 1 0 0 | 1 6 6 0 | 0 5 2 0 | 5 5 2 0,2784.096125
1042/11930,3L/2I90/2I/2I/0/0,3L270/0/3L90/0/2I90/2I,1153824,15563,69,2 2 3 0 | 0 4 3 0 | 0 4 1 0 | 0 0 1 1,5 5 3 6 | 0 3 3 6 | 0 0 1 1 | 0 0 1 0,0 1 2 2 | 0 1 1 0 | 0 3 4 0 | 0 3 4 0,0 1 1 0 | 6 1 0 0 | 6 3 5 5 | 3 3 0 0,2970.002959
1041/11929,3L/2I90/2I/2I/0/0,3L90/2I/0/0/3L270/2I90,1153824,21079,63,2 2 4 0 | 0 1 4 3 | 0 1 1 3 | 0 0 0 0,0 2 0 0 | 0 2 0 1 | 5 5 1 1 | 5 6 6 0,2 2 3 0 | 0 1 3 4 | 0 1 1 4 | 0 0 0 0,0 2 0 0 | 0 2 0 1 | 5 5 1 1 | 5 6 6 0,2806.866459
1042/11930,3L/2I90/2I/2I/0/0,3L90/3L270/0/0/2I90/2I,1153824,17028,69,0 0 0 0 | 1 0 2 2 | 1 1 3 4 | 0 0 3 4,6 0 0 0 | 6 1 2 2 | 1 1 2 0 | 0 5 5 0,0 1 0 4 | 0 1 1 4 | 0 2 2 3 | 0 0 0 3,5 5 1 0 | 0 1 1 6 | 0 2 2 6 | 0 2 0 0,2934.222167
1048/11930,3L/2I90/2I/2I/0/0,0/0/3L90/2I/3L90/2I90,856480,25405,52,0 0 1 0 | 2 2 1 1 | 0 3 4 0 | 0 3 4 0,0 5 6 6 | 5 5 0 0 | 0 3 4 0 | 3 3 4 0,1 0 0 3 | 1 1 0 3 | 4 0 2 2 | 4 0 0 0,0 5 0 3 | 5 5 3 3 | 4 6 6 0 | 4 0 0 0,1860.295042
1048/11930,3L/2I90/2I/2I/0/0,3L180/2I90/0/0/3L90/2I,885568,21472,51,2 2 0 0 | 0 3 0 4 | 0 3 1 4 | 0 0 1 1,0 5 1 1 | 5 5 6 1 | 2 2 6 0 | 0 0 0 0,2 2 3 0 | 4 0 3 0 | 4 0 1 0 | 0 0 1 1,0 5 1 1 | 5 5 6 1 | 2 2 6 0 | 0 0 0 0,1986.05725
1047/11930,3L/2I90/2I/2I/0/0,3L90/2I90/0/0/3L180/2I,885568,21452,51,0 2 2 4 | 0 3 0 4 | 0 3 1 0 | 0 0 1 1,0 2 2 0 | 0 0 6 0 | 5 5 6 1 | 0 5 1 1,0 2 2 3 | 0 4 0 3 | 0 4 1 0 | 0 0 1 1,0 2 2 0 | 0 0 6 0 | 5 5 6 1 | 0 5 1 1,2149.153666
1050/11930,3L/2I90/2I/2I/0/0,2I90/0/2I/0/3L90/3L90,856480,23947,52,0 0 1 0 | 2 2 1 1 | 3 0 4 0 | 3 0 4 0,0 0 1 1 | 3 0 6 0 | 3 6 6 5 | 0 0 5 5,0 0 1 0 | 2 2 1 1 | 3 0 4 0 | 3 0 4 0,0 0 1 1 | 3 0 5 0 | 3 5 5 6 | 0 0 6 6,1755.504416
1051/11930,3L/2I90/2I/2I/0/0,3L90/2I90/0/0/3L90/2I,856480,20962,53,4 2 2 0 | 4 1 0 3 | 0 1 1 3 | 0 0 0 0,0 2 2 5 | 0 0 5 5 | 0 0 1 6 | 0 1 1 6,3 2 2 0 | 3 1 0 4 | 0 1 1 4 | 0 0 0 0,0 2 2 5 | 0 0 5 5 | 0 0 1 6 | 0 1 1 6,2244.061666
1051/11930,3L/2I90/2I/2I/0/0,3L90/3L90/0/0/2I90/2I,856480,16577,55,0 2 2 4 | 0 1 0 4 | 0 1 1 3 | 0 0 0 3,0 0 1 0 | 0 1 1 6 | 5 5 2 6 | 0 2 2 0,0 2 2 3 | 0 1 0 3 | 0 1 1 4 | 0 0 0 4,0 0 1 0 | 0 1 1 6 | 5 5 2 6 | 0 2 2 0,1747.435792
1054/11930,3L/2I90/2I/2I/0/0,2I/3L/0/0/3L270/2I90,885568,21489,53,0 0 1 0 | 3 4 1 1 | 3 4 0 0 | 0 2 2 0,0 0 1 0 | 5 5 1 0 | 5 2 6 6 | 0 2 2 0,0 0 1 0 | 4 3 1 1 | 4 3 0 0 | 0 2 2 0,0 0 1 0 | 5 5 1 0 | 5 2 6 6 | 0 2 2 0,2237.0165
1057/11930,3L/2I90/2I/2I/0/0,0/2I/3L180/0/3L/2I90,1153824,23447,52,0 1 0 3 | 0 1 1 3 | 0 2 2 4 | 0 0 0 4,0 5 3 3 | 0 5 5 3 | 0 0 2 0 | 6 6 2 0,0 0 0 3 | 2 2 1 3 | 4 0 1 1 | 4 0 0 0,6 6 3 3 | 0 2 5 3 | 0 2 5 5 | 0 0 0 0,2779.156167
1058/11929,3L/2I90/2I/2I/0/0,0/3L180/3L/0/2I90/2I,1153824,18966,68,0 4 2 2 | 1 4 0 0 | 1 1 3 0 | 0 0 3 0,6 0 2 2 | 6 0 0 2 | 0 3 5 5 | 0 3 3 0,0 2 2 0 | 4 0 1 0 | 4 3 1 1 | 0 3 0 0,0 2 2 0 | 0 6 2 0 | 3 6 5 5 | 3 3 0 0,2781.484958
1058/11930,3L/2I90/2I/2I/0/0,0/3L/3L180/0/2I90/2I,1153824,18965,55,0 0 0 0 | 1 2 2 3 | 1 1 4 3 | 0 0 4 0,0 5 5 0 | 6 2 3 3 | 6 2 2 3 | 0 0 0 0,1 2 2 0 | 1 1 4 0 | 0 3 4 0 | 0 3 0 0,6 2 5 5 | 6 2 2 0 | 3 3 0 0 | 0 3 0 0,2726.333833
1058/11930,3L/2I90/2I/2I/0/0,0/3L180/2I90/0/3L/2I,1153824,23286,56,0 0 1 0 | 2 2 1 1 | 0 4 3 0 | 0 4 3 0,0 0 0 0 | 2 2 0 6 | 5 2 0 6 | 5 5 3 3,2 2 0 0 | 4 0 3 0 | 4 1 3 0 | 0 1 1 0,2 2 6 0 | 5 2 6 0 | 5 5 3 3 | 0 0 0 0,2881.580583
1057/11930,3L/2I90/2I/2I/0/0,0/0/3L180/3L/2I90/2I,1153824,20404,61,2 2 3 0 | 1 0 3 0 | 1 1 4 0 | 0 0 4 0,0 3 3 0 | 6 0 3 0 | 6 4 5 5 | 0 4 4 0,0 0 0 0 | 0 4 0 3 | 0 4 1 3 | 2 2 1 1,0 6 0 0 | 4 6 3 3 | 4 4 0 3 | 0 5 5 0,2965.062208
1059/11929,3L/2I90/2I/2I/0/0,2I90/0/3L/0/3L180/2I,1153824,19392,78,0 0 1 0 | 3 0 1 1 | 3 0 4 0 | 2 2 4 0,0 6 0 0 | 3 6 1 1 | 3 3 5 5 | 0 0 0 5,1 0 4 0 | 1 1 4 0 | 0 3 2 2 | 0 3 0 0,0 5 5 0 | 1 1 5 6 | 0 3 0 6 | 0 3 3 0,2863.879709
1058/11930,3L/2I90/2I/2I/0/0,0/3L/2I/0/3L180/2I90,1153824,23484,53,1 2 2 0 | 1 1 0 0 | 0 4 3 0 | 0 4 3 0,2 6 6 0 | 2 2 5 5 | 0 0 3 5 | 0 0 3 0,0 1 0 3 | 0 1 1 3 | 0 2 2 4 | 0 0 0 4,0 0 0 3 | 5 5 0 3 | 2 5 0 0 | 2 2 6 6,2879.544167
1059/11930,3L/2I90/2I/2I/0/0,2I90/0/2I/0/3L180/3L,1153824,22243,55,2 2 1 0 | 0 4 1 1 | 0 4 3 0 | 0 0 3 0,0 0 1 1 | 6 0 5 5 | 6 6 3 5 | 0 0 3 0,2 2 0 0 | 4 1 0 0 | 4 1 1 3 | 0 0 0 3,0 0 5 5 | 6 1 1 5 | 6 6 0 3 | 0 0 0 3,2537.064125
1059/11930,3L/2I90/2I/2I/0/0,2I/3L180/0/0/3L/2I90,1153824,21266,51,0 0 2 2 | 3 0 0 4 | 3 0 1 4 | 0 0 1 1,0 0 2 2 | 6 6 1 2 | 0 5 1 0 | 0 5 5 0,0 0 2 2 | 4 0 0 3 | 4 0 1 3 | 0 0 1 1,0 0 2 2 | 6 6 1 2 | 0 5 1 0 | 0 5 5 0,2674.51925
1059/11930,3L/2I90/2I/2I/0/0,2I/0/3L/0/3L180/2I90,1153824,19467,71,1 0 4 0 | 1 1 4 0 | 0 3 2 2 | 0 3 0 0,1 6 6 0 | 1 5 5 0 | 0 3 5 0 | 0 3 3 0,0 0 0 4 | 2 2 1 4 | 3 0 1 1 | 3 0 0 0,0 0 0 0 | 5 5 1 0 | 3 5 1 0 | 3 3 6 6,2703.833917
1060/11929,3L/2I90/2I/2I/0/0,3L/2I/0/0/3L180/2I90,1153824,21045,55,4 0 0 0 | 4 1 0 0 | 3 1 1 0 | 3 0 2 2,0 5 5 0 | 0 1 5 0 | 0 1 1 2 | 0 6 6 2,3 0 0 0 | 3 1 0 0 | 4 1 1 0 | 4 0 2 2,0 5 5 0 | 0 1 5 0 | 0 1 1 2 | 0 6 6 2,2715.504125
1059/11930,3L/2I90/2I/2I/0/0,2I/0/3L180/0/3L/2I90,1153824,19468,58,0 0 0 3 | 0 1 0 3 | 0 1 1 4 | 0 2 2 4,0 0 3 3 | 6 6 1 3 | 0 5 1 0 | 0 5 5 0,0 0 0 4 | 0 3 1 4 | 0 3 1 1 | 0 2 2 0,0 0 0 0 | 3 3 0 1 | 5 3 0 1 | 5 5 6 6,2715.888
1060/11930,3L/2I90/2I/2I/0/0,3L/0/2I/0/3L180/2I90,1153824,19179,54,0 2 2 0 | 0 4 3 0 | 1 4 3 0 | 1 1 0 0,0 5 5 0 | 0 3 5 0 | 1 3 6 6 | 1 1 0 0,1 0 0 4 | 1 1 0 4 | 2 2 3 0 | 0 0 3 0,1 0 0 0 | 1 1 6 6 | 0 3 5 5 | 0 3 0 5,2760.647542
1060/11930,3L/2I90/2I/2I/0/0,3L/0/3L180/0/2I90/2I,1153824,15553,64,0 2 2 0 | 0 4 1 0 | 3 4 1 1 | 3 0 0 0,0 0 0 6 | 0 0 1 6 | 3 3 1 1 | 0 3 5 5,4 2 2 0 | 4 0 3 0 | 1 0 3 0 | 1 1 0 0,0 6 0 0 | 0 6 3 3 | 1 5 5 3 | 1 1 0 0,3054.343959
1061/11929,3L/2I90/2I/2I/0/0,3L180/3L/0/0/2I90/2I,1153824,17036,127,4 0 0 0 | 4 2 2 0 | 3 0 1 0 | 3 0 1 1,5 5 1 1 | 0 0 6 1 | 0 2 6 0 | 0 2 2 0,3 0 0 0 | 3 2 2 0 | 4 0 1 0 | 4 0 1 1,5 5 1 1 | 0 0 6 1 | 0 2 6 0 | 0 2 2 0,3182.679917
1061/11930,3L/2I90/2I/2I/0/0,3L180/0/3L/0/2I90/2I,1153824,15590,57,0 1 0 0 | 0 1 1 4 | 0 3 0 4 | 0 3 2 2,0 1 1 0 | 5 5 1 6 | 0 3 0 6 | 0 3 3 0,4 0 0 0 | 4 1 2 2 | 3 1 1 0 | 3 0 0 0,0 0 0 0 | 0 1 1 6 | 3 0 1 6 | 3 3 5 5,3070.680416
1061/11930,3L/2I90/2I/2I/0/0,3L/3L180/0/0/2I90/2I,1153824,16999,59,0 0 3 0 | 2 2 3 0 | 4 0 1 0 | 4 0 1 1,2 2 6 0 | 0 2 6 0 | 5 5 1 0 | 0 0 1 1,0 1 0 0 | 0 1 1 4 | 0 0 3 4 | 2 2 3 0,6 1 5 5 | 6 1 1 0 | 2 2 0 0 | 0 2 0 0,2821.625
1065/11930,3L/2I90/2I/2I/0/0,2I90/3L/0/0/3L90/2I,885568,21342,51,0 2 2 0 | 4 0 0 0 | 4 3 1 0 | 0 3 1 1,0 0 1 1 | 2 0 0 6 | 2 2 5 6 | 0 5 5 0,0 2 2 0 | 3 0 0 0 | 3 4 1 0 | 0 4 1 1,0 0 1 1 | 2 0 0 6 | 2 2 5 6 | 0 5 5 0,2143.203125
1066/11930,3L/2I90/2I/2I/0/0,3L/2I90/0/0/3L90/2I,885568,20946,51,0 2 2 4 | 0 0 0 4 | 0 3 1 0 | 0 3 1 1,0 6 1 0 | 0 6 1 1 | 0 2 2 5 | 0 0 5 5,0 2 2 3 | 0 0 0 3 | 0 4 1 0 | 0 4 1 1,0 6 1 0 | 0 6 1 1 | 0 2 2 5 | 0 0 5 5,1974.984083
1066/11929,3L/2I90/2I/2I/0/0,3L90/2I90/0/0/3L/2I,885568,20954,57,2 2 0 4 | 3 0 1 4 | 3 0 1 1 | 0 0 0 0,0 0 0 0 | 2 2 0 1 | 6 5 1 1 | 6 5 5 0,2 2 0 3 | 4 0 1 3 | 4 0 1 1 | 0 0 0 0,0 0 0 0 | 2 2 0 1 | 6 5 1 1 | 6 5 5 0,2225.248708
1069/11929,3L/2I90/2I/2I/0/0,3L/0/3L/0/2I90/2I,856480,15167,72,0 0 0 0 | 3 2 2 4 | 3 0 1 4 | 0 0 1 1,0 6 0 0 | 3 6 5 5 | 3 3 1 0 | 0 0 1 1,2 2 1 0 | 0 4 1 1 | 0 4 3 0 | 0 0 3 0,5 5 1 0 | 0 6 1 1 | 0 6 3 0 | 0 0 3 3,2107.461
